pageid,name,coords,region,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required
767,Raven Canyon,"37° 26' 18.60"" N, 111° 5' 37.68"" W",Escalante,4.0,3A III R (<i>v5a1 III</i>),3A III R,3.0,5.0,6.1,,,,,,,,,,0 minutes,0.0,High Clearance,True
500,Headless Hen,"37° 26' 28.32"" N, 111° 5' 56.76"" W",Escalante,4.0,4B III R (<i>v5a2 III</i>),4B III R,3.0,6.0,5.6,5,40 ft,40,Any;HOT in Summer,True,True,True,True,hot in summer,0 minutes,0.0,,False
766,Peek-a-Boo Canyon,"37° 28' 56.28"" N, 111° 12' 58.32"" W",Escalante,3.9,2A I (<i>v1a1 I</i>),2A I,3.0,6.0,2.9,,0 ft,0,Any;HOT in Summer,True,True,True,True,hot in summer,,,,False
773,Spooky Gulch,"37° 29' 2.04"" N, 111° 12' 32.04"" W",Escalante,3.9,2A I (<i>v1a1 I</i>),2A I,3.0,5.0,2.9,,0 ft,0,BEST in Apr;May;Jun;Oct,False,False,False,False,,,,,False
769,Ringtail Canyon,"37° 36' 1.80"" N, 111° 9' 20.52"" W",Choprock Bench,3.7,3B IV R (<i>v5a2 IV</i>),3B IV R,6.0,11.0,11.8,2,15 ft,15,Apr;May;Jun;Jul;Aug;Sep,False,False,False,False,,0 minutes,0.0,High Clearance,True
746,Davis Gulch,"37° 16' 15.60"" N, 110° 58' 22.08"" W",Escalante,3.8,2B III (<i>v1a2 III</i>),2B III,6.0,7.0,,,0 ft,0,Spring; Fall; Winter,True,False,True,True,,,,,False
749,Egypt 1 Canyon,"37° 34' 20.28"" N, 111° 15' 27.36"" W",The Egypts,3.7,3A I (<i>v3a1 I</i>),3A I,2.0,4.0,1.7,3,30 ft,30,Any; hot in summer,True,True,True,True,hot in summer,,,,False
778,Zebra Canyon,"37° 39' 37.08"" N, 111° 25' 2.64"" W",Escalante,3.8,2B II (<i>v1a2 II</i>),2B II,2.0,5.0,,,0 ft,0,Any;HOT in Summer,True,True,True,True,hot in summer,,,Passenger,False
763,PINTAC,"37° 26' 3.84"" N, 111° 3' 4.32"" W",Escalante,4.6,4B IV XX (<i>v7a2 IV</i>),4B IV XX,8.0,12.0,11.0,2,75 ft,75,"Winter, Spring, Fall, Avoid temps over 70 degrees",True,False,True,True,,0 minutes,0.0,4WD,True
770,Sad Cow Disease,"37° 45' 31.32"" N, 111° 13' 28.20"" W",Escalante,3.9,3B III (<i>v3a2 III</i>),3B III,5.0,7.0,9.2,3,100 ft,100,Spring; Fall,True,False,True,False,,0 minutes,0.0,Passenger,False
1055,Stone Donkey Canyon,"37° 20' 51.00"" N, 111° 56' 40.20"" W",Southwest Escalante,3.9,3B (<i>v3a2</i>),3B,,,,,,,,,,,,,,,,False
759,Little Death Hollow,"37° 45' 9.00"" N, 111° 13' 12.00"" W",Escalante,4.3,2A <i>V</i> (<i>v1a1 V</i>),2A <i>V</i>,8.0,48.0,,,0 ft,0,Spring;Fall;Winter,True,False,True,True,,,,,False
743,Calf Creek Falls (Lower),"37° 49' 45.48"" N, 111° 25' 13.08"" W",Escalante,4.0,3C III (<i>v3a4 III</i>),3C III,3.0,5.0,,2,,,Any;HOT in Summer,True,True,True,True,hot in summer,,,,False
